Model,HR@10,NDCG@10
MLP_2,0.4469298246659731,0.5565587376293383
MLP_2,0.4467653509817625,0.556490253147326
MLP_2,0.4467653509817625,0.5564798474311828
MLP_2,0.4467653509817625,0.5564798474311828
MLP_2,0.4467653509817625,0.5564752428155196
MLP_2,0.4467653509817625,0.5564752428155196
MLP_2,0.4467653509817625,0.5564752428155196
MLP_2,0.4467653509817625,0.5564752428155196
MLP_2,0.4467653509817625,0.5564752428155196
MLP_2,0.4469298246659731,0.5563749978416844
MLP_2,0.4469298246659731,0.5563749978416844
MLP_2,0.4469298246659731,0.5563749978416844
MLP_2,0.4469298246659731,0.5563749978416844
MLP_2,0.4469298246659731,0.5563806251475686
MLP_2,0.4469298246659731,0.5564236942090486
MLP_3,0.4462719299291309,0.5576446759073358
MLP_3,0.4470942983501836,0.5568542784766147
MLP_3,0.446600877297552,0.5570903640044363
MLP_3,0.446600877297552,0.5570436901167819
MLP_3,0.446600877297552,0.5570418862920058
MLP_3,0.4464364036133414,0.5571527095217453
MLP_3,0.4464364036133414,0.5571428556191294
MLP_3,0.4464364036133414,0.5571638640604522
MLP_3,0.446600877297552,0.5570707584682264
MLP_3,0.446600877297552,0.5569233536720276
MLP_3,0.446600877297552,0.5569330306429612
MLP_3,0.4464364036133414,0.5569386077554602
MLP_3,0.4467653509817625,0.5568149507045745
MLP_3,0.4469298246659731,0.5567513095705132
MLP_3,0.4470942983501836,0.5566009358355873
MLP_3,0.4470942983501836,0.556592909913314
MLP_3,0.4470942983501836,0.5565968707988137
MLP_3,0.4469298246659731,0.5567070226920279
MLP_3,0.4469298246659731,0.5564473591352764
MLP_3,0.4469298246659731,0.5564430180348848
MLP_3,0.4469298246659731,0.5564430180348848
MLP_3,0.4469298246659731,0.5564326123187416
MLP_3,0.4469298246659731,0.5564280077030784
MLP_3,0.4469298246659731,0.5564280077030784
MLP_3,0.4469298246659731,0.5564280077030784
MLP_3,0.4469298246659731,0.5564280077030784
MLP_3,0.4469298246659731,0.5564131272466559
MLP_3,0.4469298246659731,0.5564131272466559
MLP_3,0.4469298246659731,0.5564131272466559
MLP_3,0.4469298246659731,0.5564131272466559
MLP_4,0.4472587720343941,0.5573230254022699
MLP_4,0.4470942983501836,0.5573333850032405
MLP_4,0.4470942983501836,0.5567386153497194
MLP_4,0.4470942983501836,0.556657655301847
MLP_4,0.446600877297552,0.5569917998815838
MLP_4,0.4464364036133414,0.5571311307580847
MLP_4,0.446600877297552,0.5570085315327895
MLP_4,0.4467653509817625,0.5569276586959236
MLP_4,0.446600877297552,0.5569460915891747
MLP_4,0.446600877297552,0.5570349752902984
MLP_4,0.446600877297552,0.5570168303815942
MLP_4,0.446600877297552,0.5571099052303716
MLP_4,0.446600877297552,0.5571299559191654
MLP_4,0.446600877297552,0.5571299559191654
MLP_4,0.4467653509817625,0.5570654508314634
MLP_4,0.4467653509817625,0.5569313817902615
MLP_4,0.4467653509817625,0.5567553068462171
MLP_4,0.4467653509817625,0.5567553068462171
MLP_4,0.4470942983501836,0.5565695781456796
MLP_4,0.4469298246659731,0.5566454724261635
MLP_4,0.4469298246659731,0.5566374465038902
MLP_4,0.4469298246659731,0.5566310016732466
MLP_4,0.4469298246659731,0.5566263970575834
MLP_4,0.4469298246659731,0.5565298507088109
MLP_4,0.4469298246659731,0.5565255096084193
MLP_4,0.4469298246659731,0.5565255096084193
MLP_4,0.4469298246659731,0.5565102596031992
MLP_4,0.4469298246659731,0.5563849386415983
MLP_4,0.4469298246659731,0.5563700581851758
MLP_4,0.4469298246659731,0.5563700581851758
